0    [main] INFO  space.exploration.mars.rover.kernel.Rover  - Rover current position is = java.awt.Point[x=0,y=250]
1010 [main] INFO  space.exploration.mars.rover.sensor.Lidar  - Lidar initialized and ready!
22882 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.RangeAssignor  - Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 rebalancing the following partitions: ArrayBuffer(0) for topic secure_com_from_earth_channel_3 with consumers: List(space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0)
22882 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.RangeAssignor  - space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 attempting to claim partition 0
22884 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 successfully owned partition 0 for topic secure_com_from_earth_channel_3
22885 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 selected partitions : secure_com_from_earth_channel_3:0: fetched offset = 121: consumed offset = 121
22885 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], end rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
22885 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Starting 
22885 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
22891 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Verifying properties
22891 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property client.id is overridden to space.exploration.mars.rover
22898 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to zionmainframe:9092
22898 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property request.timeout.ms is overridden to 30000
22899 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,zionmainframe,9092) with correlation id 2 for 1 topic(s) Set(secure_com_from_earth_channel_3)
22900 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Connected to zionmainframe:9092 for producing
22901 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Disconnecting from zionmainframe:9092
22903 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Added fetcher for partitions ArrayBuffer([[secure_com_from_earth_channel_3,0], initOffset 121 to broker BrokerEndPoint(0,zionmainframe,9092)] )
22906 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Starting 
22906 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping leader finder thread
22906 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutting down
22906 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Stopped 
22906 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutdown completed
22906 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping all fetchers
22906 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutting down
22907 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.SimpleConsumer  - Reconnect due to error:
java.lang.NullPointerException
	at org.apache.kafka.common.network.ByteBufferSend.writeTo(ByteBufferSend.java:57)
	at kafka.network.RequestOrResponseSend.writeCompletely(RequestOrResponseSend.scala:50)
	at kafka.network.BlockingChannel.send(BlockingChannel.scala:113)
	at kafka.consumer.SimpleConsumer.liftedTree1$1(SimpleConsumer.scala:85)
	at kafka.consumer.SimpleConsumer.kafka$consumer$SimpleConsumer$$sendRequest(SimpleConsumer.scala:83)
	at kafka.consumer.SimpleConsumer$$anonfun$fetch$1$$anonfun$apply$mcV$sp$1.apply$mcV$sp(SimpleConsumer.scala:132)
	at kafka.consumer.SimpleConsumer$$anonfun$fetch$1$$anonfun$apply$mcV$sp$1.apply(SimpleConsumer.scala:132)
	at kafka.consumer.SimpleConsumer$$anonfun$fetch$1$$anonfun$apply$mcV$sp$1.apply(SimpleConsumer.scala:132)
	at kafka.metrics.KafkaTimer.time(KafkaTimer.scala:33)
	at kafka.consumer.SimpleConsumer$$anonfun$fetch$1.apply$mcV$sp(SimpleConsumer.scala:131)
	at kafka.consumer.SimpleConsumer$$anonfun$fetch$1.apply(SimpleConsumer.scala:131)
	at kafka.consumer.SimpleConsumer$$anonfun$fetch$1.apply(SimpleConsumer.scala:131)
	at kafka.metrics.KafkaTimer.time(KafkaTimer.scala:33)
	at kafka.consumer.SimpleConsumer.fetch(SimpleConsumer.scala:130)
	at kafka.consumer.ConsumerFetcherThread.fetch(ConsumerFetcherThread.scala:108)
	at kafka.consumer.ConsumerFetcherThread.fetch(ConsumerFetcherThread.scala:29)
	at kafka.server.AbstractFetcherThread.processFetchRequest(AbstractFetcherThread.scala:102)
	at kafka.server.AbstractFetcherThread.doWork(AbstractFetcherThread.scala:93)
	at kafka.utils.ShutdownableThread.run(ShutdownableThread.scala:63)
22910 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Stopped 
22910 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutdown completed
22910 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] All connections stopped
22910 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared all relevant queues for this fetcher
22911 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared the data chunks in all the consumer message iterators
22911 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Committing all offsets after clearing the fetcher queues
22911 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Releasing partition ownership
22928 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.RangeAssignor  - Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 rebalancing the following partitions: ArrayBuffer(0) for topic secure_com_from_earth_channel_3 with consumers: List(space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0)
22928 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.RangeAssignor  - space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 attempting to claim partition 0
22931 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 successfully owned partition 0 for topic secure_com_from_earth_channel_3
22931 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 selected partitions : secure_com_from_earth_channel_3:0: fetched offset = 121: consumed offset = 121
22932 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], end rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
22932 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Starting 
22936 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Verifying properties
22936 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property client.id is overridden to space.exploration.mars.rover
22936 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to zionmainframe:9092
22936 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property request.timeout.ms is overridden to 30000
22937 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,zionmainframe,9092) with correlation id 3 for 1 topic(s) Set(secure_com_from_earth_channel_3)
22938 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Connected to zionmainframe:9092 for producing
22940 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Disconnecting from zionmainframe:9092
22945 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Added fetcher for partitions ArrayBuffer([[secure_com_from_earth_channel_3,0], initOffset 121 to broker BrokerEndPoint(0,zionmainframe,9092)] )
22945 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Starting 
39756 [main] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,localhost,9092) with correlation id 0 for 1 topic(s) Set(secure_com_to_earth_channel_3)
39757 [main] INFO  kafka.producer.SyncProducer  - Connected to localhost:9092 for producing
39760 [main] INFO  kafka.producer.SyncProducer  - Disconnecting from localhost:9092
39804 [main] INFO  kafka.producer.SyncProducer  - Connected to zionmainframe:9092 for producing
63084 [pool-1-thread-1] INFO  space.exploration.mars.rover.diagnostics.Pacemaker  - SCET: 1496280563976
equipmentHealth {
  key: "Battery"
  value: 1000
}
equipmentHealth {
  key: "Radio"
  value: 5
}
equipmentHealth {
  key: "Lidar"
  value: 1000
}
equipmentHealth {
  key: "Camera"
  value: 1000
}
equipmentHealth {
  key: "Spectrometer"
  value: 1000
}
equipmentHealth {
  key: "Radar"
  value: 0
}
batteryLevel: 10000
moduleReporting: 3
notes: "This is rover Curiosity. Sending HeartBeat!"
location {
  y: 250
}

70694 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Client session timed out, have not heard from server in 7723ms for sessionid 0x15c129a84bd0067, closing socket connection and attempting reconnect
70795 [main-EventThread] INFO  org.I0Itec.zkclient.ZkClient  - zookeeper state changed (Disconnected)
72488 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
72490 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Socket connection established to localhost/127.0.0.1:2181, initiating session
72492 [main-EventThread] INFO  org.I0Itec.zkclient.ZkClient  - zookeeper state changed (Expired)
72492 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Unable to reconnect to ZooKeeper service, session 0x15c129a84bd0067 has expired, closing socket connection
72493 [main-EventThread] INFO  org.apache.zookeeper.ZooKeeper  - Initiating client connection, connectString=localhost:2181 sessionTimeout=6000 watcher=org.I0Itec.zkclient.ZkClient@535779e4
72495 [main-EventThread] INFO  org.apache.zookeeper.ClientCnxn  - EventThread shut down
72496 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
72496 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], ZK expired; release old broker parition ownership; re-register consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8
72497 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin registering consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 in ZK
72497 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Socket connection established to localhost/127.0.0.1:2181, initiating session
72497 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.utils.ZKCheckedEphemeral  - Creating /consumers/space.exploration.mars.rover/ids/space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 (is it secure? false)
72503 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Session establishment complete on server localhost/127.0.0.1:2181, sessionid = 0x15c129a84bd0068, negotiated timeout = 6000
72503 [main-EventThread] INFO  org.I0Itec.zkclient.ZkClient  - zookeeper state changed (SyncConnected)
72518 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.utils.ZKCheckedEphemeral  - Result of znode creation is: OK
72518 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], end registering consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 in ZK
72519 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
72552 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping leader finder thread
72552 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutting down
72553 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Stopped 
72553 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutdown completed
72553 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping all fetchers
72553 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutting down
72555 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Stopped 
72555 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutdown completed
72555 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] All connections stopped
72555 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared all relevant queues for this fetcher
72556 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared the data chunks in all the consumer message iterators
72556 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Committing all offsets after clearing the fetcher queues
72556 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Releasing partition ownership
72594 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.RangeAssignor  - Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 rebalancing the following partitions: ArrayBuffer(0) for topic secure_com_from_earth_channel_3 with consumers: List(space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0)
72594 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.RangeAssignor  - space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 attempting to claim partition 0
72600 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 successfully owned partition 0 for topic secure_com_from_earth_channel_3
72601 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 selected partitions : secure_com_from_earth_channel_3:0: fetched offset = 121: consumed offset = 121
72601 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], end rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
72602 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Starting 
72604 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
72610 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Verifying properties
72610 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property client.id is overridden to space.exploration.mars.rover
72610 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to zionmainframe:9092
72610 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property request.timeout.ms is overridden to 30000
72610 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,zionmainframe,9092) with correlation id 4 for 1 topic(s) Set(secure_com_from_earth_channel_3)
72612 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Connected to zionmainframe:9092 for producing
72613 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Disconnecting from zionmainframe:9092
72621 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Added fetcher for partitions ArrayBuffer([[secure_com_from_earth_channel_3,0], initOffset 121 to broker BrokerEndPoint(0,zionmainframe,9092)] )
72621 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Topic info for path /brokers/topics/secure_com_from_earth_channel_3 changed to {"version":1,"partitions":{"0":[0]}}, triggering rebalance
72628 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping leader finder thread
72628 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutting down
72628 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Stopped 
72628 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutdown completed
72628 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping all fetchers
72628 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutting down
72630 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Starting 
72630 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutdown completed
72630 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Stopped 
72630 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] All connections stopped
72630 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared all relevant queues for this fetcher
72630 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared the data chunks in all the consumer message iterators
72630 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Committing all offsets after clearing the fetcher queues
72630 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Releasing partition ownership
72640 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.RangeAssignor  - Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 rebalancing the following partitions: ArrayBuffer(0) for topic secure_com_from_earth_channel_3 with consumers: List(space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0)
72641 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.RangeAssignor  - space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 attempting to claim partition 0
72643 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 successfully owned partition 0 for topic secure_com_from_earth_channel_3
